sample	before_filtering_total_reads	after_filtering_total_reads	non_rRNA	num_mapped	library_types	genome
batch1_SRR15183745_SRP328835-SRA1260758	724927	575249	572764	243134	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183746_SRP328835-SRA1260758	6728101	5676874	5639835	1977387	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183747_SRP328835-SRA1260758	2954430	1345007	1327450	291926	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183748_SRP328835-SRA1260758	590771	454557	452557	170570	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183749_SRP328835-SRA1260758	5622665	4815615	4780375	1658511	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183750_SRP328835-SRA1260758	2865607	1787525	1735820	365390	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183751_SRP328835-SRA1260758	770772	640562	637183	225462	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183752_SRP328835-SRA1260758	5592903	4802668	4772311	1611371	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183753_SRP328835-SRA1260758	2910442	2004216	1970513	431028	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR15183754_SRP328835-SRA1260758	941072	791621	788611	265810	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536648_SRP045272-SRA177990	5274565	5202040	4806335	1627917	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536649_SRP045272-SRA177990	9594043	8322930	8289067	4582795	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536650_SRP045272-SRA177990	11515537	10568899	10501020	6426924	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536651_SRP045272-SRA177990	8122325	6900600	6851443	3754334	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536652_SRP045272-SRA177990	11245230	10602122	10553619	6322737	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536653_SRP045272-SRA177990	8112528	7195801	7103872	4352542	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536654_SRP045272-SRA177990	7608347	7060717	7041625	4304720	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR1536655_SRP045272-SRA177990	9307099	8367604	8336843	4806071	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085665_SRP338861-SRA1300801	9964681	8376877	8337543	2203269	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085666_SRP338861-SRA1300801	11870439	9845492	9771965	2612871	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085667_SRP338861-SRA1300801	10072339	8350733	8140024	2415453	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085668_SRP338861-SRA1300801	10807449	9063932	9010297	2856366	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085669_SRP338861-SRA1300801	13197127	10975587	10862530	3164296	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085670_SRP338861-SRA1300801	13350205	11154659	11069854	3009747	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085671_SRP338861-SRA1300801	14128279	11459079	11405508	3340851	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR16085672_SRP338861-SRA1300801	12060258	10091407	10012985	3205018	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288251_SRP351868-SRA1346821	5023598	4816460	124132	55907	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288252_SRP351868-SRA1346821	4989409	4789469	122909	55054	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288253_SRP351868-SRA1346821	5009556	4815451	115918	50288	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288254_SRP351868-SRA1346821	4926620	4739386	112037	49915	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288255_SRP351868-SRA1346821	6238814	6006813	139530	62826	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288256_SRP351868-SRA1346821	6188314	5966598	138006	62381	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288257_SRP351868-SRA1346821	10973409	10726008	270666	124458	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288258_SRP351868-SRA1346821	3251226	3110592	80013	38429	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288259_SRP351868-SRA1346821	3205912	3069957	79617	38289	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288260_SRP351868-SRA1346821	3672434	3525268	111159	40624	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288261_SRP351868-SRA1346821	3615131	3476644	91042	40253	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288262_SRP351868-SRA1346821	7357585	7209346	193122	81076	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288263_SRP351868-SRA1346821	4785324	4605843	106912	51812	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288264_SRP351868-SRA1346821	4732289	4559184	105410	51238	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288265_SRP351868-SRA1346821	11512252	11211862	259977	124538	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288266_SRP351868-SRA1346821	3665164	3488537	117826	40966	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288267_SRP351868-SRA1346821	3586934	3420789	80225	40499	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288268_SRP351868-SRA1346821	3958273	3873473	95912	45976	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288269_SRP351868-SRA1346821	4188520	4015844	101814	47967	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288270_SRP351868-SRA1346821	4124943	3959760	99538	47286	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288271_SRP351868-SRA1346821	2852869	2744203	63731	29556	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288272_SRP351868-SRA1346821	2823889	2718742	63267	29648	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288273_SRP351868-SRA1346821	11941306	11715624	264168	120857	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288274_SRP351868-SRA1346821	5699029	5579109	166417	84189	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288275_SRP351868-SRA1346821	3696352	3549576	100290	54708	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288276_SRP351868-SRA1346821	3654953	3514318	99139	53813	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288277_SRP351868-SRA1346821	8388486	8094335	216861	107227	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288278_SRP351868-SRA1346821	8297088	8013016	214959	106083	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288279_SRP351868-SRA1346821	5843563	5629383	143022	63534	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288280_SRP351868-SRA1346821	5793564	5587091	140891	62768	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288281_SRP351868-SRA1346821	7706379	7547894	216378	111078	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288282_SRP351868-SRA1346821	3707501	3560062	104964	54820	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288283_SRP351868-SRA1346821	3682622	3541140	104239	54625	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288284_SRP351868-SRA1346821	6359553	6107822	198542	95810	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288285_SRP351868-SRA1346821	6255002	6017592	174791	94676	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288286_SRP351868-SRA1346821	22648328	21795915	567447	295198	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288287_SRP351868-SRA1346821	22462413	21631396	562988	293614	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288288_SRP351868-SRA1346821	10132359	9890930	262824	137146	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288289_SRP351868-SRA1346821	2739465	2613724	101779	37313	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288290_SRP351868-SRA1346821	2682467	2563036	67704	37270	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288291_SRP351868-SRA1346821	5880241	5553974	134098	67346	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288292_SRP351868-SRA1346821	5842684	5524712	132794	66998	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288293_SRP351868-SRA1346821	15557994	14986663	371546	176650	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288294_SRP351868-SRA1346821	15308038	14759378	366294	174715	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288295_SRP351868-SRA1346821	3984696	3898957	88293	46349	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288296_SRP351868-SRA1346821	4053658	3887048	90175	46582	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288297_SRP351868-SRA1346821	4023277	3861697	88978	46230	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288298_SRP351868-SRA1346821	5770736	5564420	122256	61048	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288299_SRP351868-SRA1346821	5700600	5502966	121144	60502	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288300_SRP351868-SRA1346821	9995357	9788561	214510	108500	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288301_SRP351868-SRA1346821	2007990	1925595	42702	22048	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288302_SRP351868-SRA1346821	1972149	1893074	42149	22116	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288303_SRP351868-SRA1346821	3703640	3558283	80338	44255	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288304_SRP351868-SRA1346821	3663385	3523857	79962	44539	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288305_SRP351868-SRA1346821	7073423	6935888	159888	85184	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288306_SRP351868-SRA1346821	6580765	6308424	159911	69472	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288307_SRP351868-SRA1346821	6502063	6242721	138303	69549	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288308_SRP351868-SRA1346821	10480298	10060106	207604	110474	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288309_SRP351868-SRA1346821	10376178	9970020	205455	109513	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288310_SRP351868-SRA1346821	9497273	9211307	201197	105000	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288311_SRP351868-SRA1346821	3510822	3325017	102516	39304	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288312_SRP351868-SRA1346821	3419058	3242785	70641	38994	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288313_SRP351868-SRA1346821	6629697	6370904	145453	72686	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288314_SRP351868-SRA1346821	6553116	6305010	141908	71296	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288315_SRP351868-SRA1346821	3122876	3003999	62719	28680	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288316_SRP351868-SRA1346821	3092512	2977356	62033	28412	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288317_SRP351868-SRA1346821	11122135	10909197	223964	98543	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288318_SRP351868-SRA1346821	3027819	2913098	90127	52399	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288319_SRP351868-SRA1346821	3015407	2903628	89478	52352	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288320_SRP351868-SRA1346821	14127730	13873078	423842	236815	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288321_SRP351868-SRA1346821	5991559	5759676	190716	104135	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288322_SRP351868-SRA1346821	5906518	5682232	187790	102739	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288323_SRP351868-SRA1346821	6037140	5802818	193162	105624	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288324_SRP351868-SRA1346821	5995752	5769495	192756	105412	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288325_SRP351868-SRA1346821	3760347	3609172	148232	76039	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288326_SRP351868-SRA1346821	3666861	3525401	122301	74650	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288327_SRP351868-SRA1346821	14431975	14137191	478161	287815	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288328_SRP351868-SRA1346821	13083851	12806370	458521	283175	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288329_SRP351868-SRA1346821	2109368	2024694	73994	46369	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288330_SRP351868-SRA1346821	2100166	2018966	73838	46310	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288331_SRP351868-SRA1346821	14734266	14450721	458300	256299	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288332_SRP351868-SRA1346821	2205981	2118422	68356	39839	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288333_SRP351868-SRA1346821	2185950	2101852	67485	39390	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288334_SRP351868-SRA1346821	5304386	5013160	186279	90389	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288335_SRP351868-SRA1346821	5231773	4949501	151416	90441	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288336_SRP351868-SRA1346821	7174199	6899709	218213	129321	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288337_SRP351868-SRA1346821	7065055	6802841	215097	127739	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288338_SRP351868-SRA1346821	8490821	8186437	248820	139609	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288339_SRP351868-SRA1346821	8437763	8141767	246701	139259	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288340_SRP351868-SRA1346821	4939813	4735416	116015	62029	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288341_SRP351868-SRA1346821	4923856	4727189	115656	61865	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288342_SRP351868-SRA1346821	6547000	6300314	132036	66489	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288343_SRP351868-SRA1346821	6418265	6179701	130025	65338	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288344_SRP351868-SRA1346821	4627841	4464290	98110	47814	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288345_SRP351868-SRA1346821	4570769	4413538	96063	46759	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288346_SRP351868-SRA1346821	3630408	3566487	75459	36572	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288347_SRP351868-SRA1346821	9394239	9181877	199709	111453	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288348_SRP351868-SRA1346821	3236227	3094411	104485	39177	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288349_SRP351868-SRA1346821	3175754	3042229	68247	38465	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288350_SRP351868-SRA1346821	4509062	4409414	96812	50172	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288351_SRP351868-SRA1346821	4236829	4058779	92225	47417	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288352_SRP351868-SRA1346821	4207004	4037027	91107	47177	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288353_SRP351868-SRA1346821	6265457	6022952	123291	66795	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288354_SRP351868-SRA1346821	6151437	5918105	120909	65771	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288355_SRP351868-SRA1346821	6464185	6224086	190071	86218	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288356_SRP351868-SRA1346821	6333715	6103966	159456	84726	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288357_SRP351868-SRA1346821	10253254	10026760	271504	151529	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288358_SRP351868-SRA1346821	1795474	1718365	46210	27585	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288359_SRP351868-SRA1346821	1779113	1705110	45849	27201	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288360_SRP351868-SRA1346821	11540686	11083523	242689	117188	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR17288361_SRP351868-SRA1346821	11458434	11017219	239793	116282	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074949_SRP360561-SRA1374734	36173257	34167388	33911777	21442159	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074950_SRP360561-SRA1374734	36712612	34714300	34313415	21874827	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074951_SRP360561-SRA1374734	34712659	32682074	32526230	19331131	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074952_SRP360561-SRA1374734	41919078	39623153	39243601	21700456	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074953_SRP360561-SRA1374734	39425638	37146476	36787289	21380129	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18074954_SRP360561-SRA1374734	36980031	34946129	34704567	21653567	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828715_SRP371250-SRA1407201	31530445	21265054	2842709	1881960	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828716_SRP371250-SRA1407201	36153705	24016921	11388030	7587609	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828717_SRP371250-SRA1407201	45056876	29866259	17224660	11581026	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828718_SRP371250-SRA1407201	23619706	16096536	733958	254362	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828719_SRP371250-SRA1407201	28655043	19559153	875639	322211	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828720_SRP371250-SRA1407201	30686082	21188793	897528	337998	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828721_SRP371250-SRA1407201	33194339	22833511	1061626	381015	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828722_SRP371250-SRA1407201	35472130	24726189	1043134	356148	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR18828723_SRP371250-SRA1407201	36572045	25522133	1258840	428645	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR24881142_SRP441944-SRA1651861	45056876	29866259	17224660	11581026	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR24881143_SRP441944-SRA1651861	36153705	24016921	11388030	7587609	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR24881144_SRP441944-SRA1651861	31530445	21265054	2842709	1881960	U	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176531_SRP096747-SRA527226	21166775	19060054	18977227	4639402	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176532_SRP096747-SRA527226	23114903	20852792	20742760	7118654	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176533_SRP096747-SRA527226	20021383	18069245	17942818	4518810	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176534_SRP096747-SRA527226	22169239	20068203	19972134	5444150	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176535_SRP096747-SRA527226	19823928	17870958	17814096	6181166	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR5176536_SRP096747-SRA527226	20682221	18722315	18636942	6270864	SR	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR7239259_SRP149383-SRA713010	15376176	12296428	11800077	4332948	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR7239260_SRP149383-SRA713010	15312349	12164354	11759632	4117412	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR7239261_SRP149383-SRA713010	14786418	12024987	11582834	4821864	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693095_SRP214789-SRA921421	10951051	9990239	404949	133969	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693096_SRP214789-SRA921421	10652083	10089285	542626	219673	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693097_SRP214789-SRA921421	10960256	9960469	281143	66685	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693098_SRP214789-SRA921421	10945346	9950578	428883	141659	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693099_SRP214789-SRA921421	10841263	10063372	684459	282790	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR9693100_SRP214789-SRA921421	10899108	10029728	256591	64643	SF	Synechocystis.sp.PCC.6803_txid1148_SAMD00061113_Synechococcales
batch1_SRR2072050_SRP059713-SRA273644	15587027	13974450	745026	411604	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072051_SRP059713-SRA273644	15693147	13973903	745542	410981	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072052_SRP059713-SRA273644	14199694	12799442	633708	351666	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072053_SRP059713-SRA273644	14292326	12799428	634017	351062	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072054_SRP059713-SRA273644	16723683	14978185	765944	424124	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072055_SRP059713-SRA273644	16801188	14978046	766270	423591	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072056_SRP059713-SRA273644	14541433	13036047	643632	328514	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072057_SRP059713-SRA273644	14696745	13036130	644065	327958	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
